cohortId,targetId,targetName,strataId,strataName,cohortType
131000012,131,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation,1,with < 30-day follow up,TwoS
112000012,112,Persons with Influenza diagnosis or positive test 2017-2018 with no required prior observation,1,with < 30-day follow up,TwoS
127000012,127,Persons tested for SARS-CoV-2 with no required prior observation,1,with < 30-day follow up,TwoS
128000012,128,Persons tested positive for SARS-CoV-2 with at least 365d prior observation,1,with < 30-day follow up,TwoS
136000012,136,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation,1,with < 30-day follow up,TwoS
133000012,133,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with no required prior observation,1,with < 30-day follow up,TwoS
134000012,134,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation,1,with < 30-day follow up,TwoS
136000022,136,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation,2,with Sex = Male,TwoS
130000022,130,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation,2,with Sex = Male,TwoS
114000022,114,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with no required prior observation,2,with Sex = Male,TwoS
128000022,128,Persons tested positive for SARS-CoV-2 with at least 365d prior observation,2,with Sex = Male,TwoS
138000022,138,Persons hospitalized with a SARS-CoV-2 positive test with at least 365d prior observation,2,with Sex = Male,TwoS
137000022,137,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation,2,with Sex = Male,TwoS
111000022,111,Persons with Influenza diagnosis or positive test 2017-2018 with at least 365d prior observation,2,with Sex = Male,TwoS
127000022,127,Persons tested for SARS-CoV-2 with no required prior observation,2,with Sex = Male,TwoS
126000022,126,Persons tested for SARS-CoV-2 with at least 365d prior observation,2,with Sex = Male,TwoS
135000022,135,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation,2,with Sex = Male,TwoS
139000022,139,Persons hospitalized with a SARS-CoV-2 positive test with no required prior observation,2,with Sex = Male,TwoS
133000022,133,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with no required prior observation,2,with Sex = Male,TwoS
140000022,140,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with at least 365d prior observation,2,with Sex = Male,TwoS
129000022,129,Persons tested positive for SARS-CoV-2 with no required prior observation,2,with Sex = Male,TwoS
132000022,132,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with at least 365d prior observation,2,with Sex = Male,TwoS
113000022,113,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with at least 365d prior observation,2,with Sex = Male,TwoS
131000022,131,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation,2,with Sex = Male,TwoS
116000022,116,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with no required prior observation,2,with Sex = Male,TwoS
115000022,115,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with at least 365d prior observation,2,with Sex = Male,TwoS
141000022,141,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with no required prior observation,2,with Sex = Male,TwoS
112000022,112,Persons with Influenza diagnosis or positive test 2017-2018 with no required prior observation,2,with Sex = Male,TwoS
134000022,134,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation,2,with Sex = Male,TwoS
131000032,131,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation,3,with Age < 18,TwoS
116000032,116,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with no required prior observation,3,with Age < 18,TwoS
133000032,133,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with no required prior observation,3,with Age < 18,TwoS
113000032,113,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with at least 365d prior observation,3,with Age < 18,TwoS
140000032,140,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with at least 365d prior observation,3,with Age < 18,TwoS
138000032,138,Persons hospitalized with a SARS-CoV-2 positive test with at least 365d prior observation,3,with Age < 18,TwoS
111000032,111,Persons with Influenza diagnosis or positive test 2017-2018 with at least 365d prior observation,3,with Age < 18,TwoS
134000032,134,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation,3,with Age < 18,TwoS
126000032,126,Persons tested for SARS-CoV-2 with at least 365d prior observation,3,with Age < 18,TwoS
115000032,115,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with at least 365d prior observation,3,with Age < 18,TwoS
135000032,135,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation,3,with Age < 18,TwoS
141000032,141,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with no required prior observation,3,with Age < 18,TwoS
136000032,136,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation,3,with Age < 18,TwoS
129000032,129,Persons tested positive for SARS-CoV-2 with no required prior observation,3,with Age < 18,TwoS
114000032,114,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with no required prior observation,3,with Age < 18,TwoS
127000032,127,Persons tested for SARS-CoV-2 with no required prior observation,3,with Age < 18,TwoS
137000032,137,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation,3,with Age < 18,TwoS
132000032,132,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with at least 365d prior observation,3,with Age < 18,TwoS
130000032,130,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation,3,with Age < 18,TwoS
112000032,112,Persons with Influenza diagnosis or positive test 2017-2018 with no required prior observation,3,with Age < 18,TwoS
128000032,128,Persons tested positive for SARS-CoV-2 with at least 365d prior observation,3,with Age < 18,TwoS
139000032,139,Persons hospitalized with a SARS-CoV-2 positive test with no required prior observation,3,with Age < 18,TwoS
133000042,133,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with no required prior observation,4,with Age < 65,TwoS
130000042,130,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation,4,with Age < 65,TwoS
132000042,132,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with at least 365d prior observation,4,with Age < 65,TwoS
138000042,138,Persons hospitalized with a SARS-CoV-2 positive test with at least 365d prior observation,4,with Age < 65,TwoS
141000042,141,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with no required prior observation,4,with Age < 65,TwoS
113000042,113,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with at least 365d prior observation,4,with Age < 65,TwoS
116000042,116,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with no required prior observation,4,with Age < 65,TwoS
139000042,139,Persons hospitalized with a SARS-CoV-2 positive test with no required prior observation,4,with Age < 65,TwoS
112000042,112,Persons with Influenza diagnosis or positive test 2017-2018 with no required prior observation,4,with Age < 65,TwoS
136000042,136,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation,4,with Age < 65,TwoS
128000042,128,Persons tested positive for SARS-CoV-2 with at least 365d prior observation,4,with Age < 65,TwoS
126000042,126,Persons tested for SARS-CoV-2 with at least 365d prior observation,4,with Age < 65,TwoS
135000042,135,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation,4,with Age < 65,TwoS
115000042,115,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with at least 365d prior observation,4,with Age < 65,TwoS
134000042,134,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation,4,with Age < 65,TwoS
114000042,114,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with no required prior observation,4,with Age < 65,TwoS
127000042,127,Persons tested for SARS-CoV-2 with no required prior observation,4,with Age < 65,TwoS
129000042,129,Persons tested positive for SARS-CoV-2 with no required prior observation,4,with Age < 65,TwoS
137000042,137,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation,4,with Age < 65,TwoS
140000042,140,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with at least 365d prior observation,4,with Age < 65,TwoS
111000042,111,Persons with Influenza diagnosis or positive test 2017-2018 with at least 365d prior observation,4,with Age < 65,TwoS
131000042,131,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation,4,with Age < 65,TwoS
138001002,138,Persons hospitalized with a SARS-CoV-2 positive test with at least 365d prior observation,100,without Prevalent Type 2 Diabetes Mellitus,TwoS
128001002,128,Persons tested positive for SARS-CoV-2 with at least 365d prior observation,100,without Prevalent Type 2 Diabetes Mellitus,TwoS
136001002,136,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation,100,without Prevalent Type 2 Diabetes Mellitus,TwoS
127001002,127,Persons tested for SARS-CoV-2 with no required prior observation,100,without Prevalent Type 2 Diabetes Mellitus,TwoS
112001002,112,Persons with Influenza diagnosis or positive test 2017-2018 with no required prior observation,100,without Prevalent Type 2 Diabetes Mellitus,TwoS
129001002,129,Persons tested positive for SARS-CoV-2 with no required prior observation,100,without Prevalent Type 2 Diabetes Mellitus,TwoS
130001002,130,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation,100,without Prevalent Type 2 Diabetes Mellitus,TwoS
131001002,131,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation,100,without Prevalent Type 2 Diabetes Mellitus,TwoS
132001002,132,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with at least 365d prior observation,100,without Prevalent Type 2 Diabetes Mellitus,TwoS
140001002,140,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with at least 365d prior observation,100,without Prevalent Type 2 Diabetes Mellitus,TwoS
141001002,141,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with no required prior observation,100,without Prevalent Type 2 Diabetes Mellitus,TwoS
133001002,133,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with no required prior observation,100,without Prevalent Type 2 Diabetes Mellitus,TwoS
115001002,115,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with at least 365d prior observation,100,without Prevalent Type 2 Diabetes Mellitus,TwoS
111001002,111,Persons with Influenza diagnosis or positive test 2017-2018 with at least 365d prior observation,100,without Prevalent Type 2 Diabetes Mellitus,TwoS
114001002,114,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with no required prior observation,100,without Prevalent Type 2 Diabetes Mellitus,TwoS
134001002,134,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation,100,without Prevalent Type 2 Diabetes Mellitus,TwoS
139001002,139,Persons hospitalized with a SARS-CoV-2 positive test with no required prior observation,100,without Prevalent Type 2 Diabetes Mellitus,TwoS
126001002,126,Persons tested for SARS-CoV-2 with at least 365d prior observation,100,without Prevalent Type 2 Diabetes Mellitus,TwoS
113001002,113,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with at least 365d prior observation,100,without Prevalent Type 2 Diabetes Mellitus,TwoS
137001002,137,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation,100,without Prevalent Type 2 Diabetes Mellitus,TwoS
116001002,116,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with no required prior observation,100,without Prevalent Type 2 Diabetes Mellitus,TwoS
135001002,135,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation,100,without Prevalent Type 2 Diabetes Mellitus,TwoS
116001012,116,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with no required prior observation,101,without Prevalent hypertension,TwoS
141001012,141,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with no required prior observation,101,without Prevalent hypertension,TwoS
133001012,133,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with no required prior observation,101,without Prevalent hypertension,TwoS
115001012,115,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with at least 365d prior observation,101,without Prevalent hypertension,TwoS
129001012,129,Persons tested positive for SARS-CoV-2 with no required prior observation,101,without Prevalent hypertension,TwoS
136001012,136,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation,101,without Prevalent hypertension,TwoS
132001012,132,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with at least 365d prior observation,101,without Prevalent hypertension,TwoS
138001012,138,Persons hospitalized with a SARS-CoV-2 positive test with at least 365d prior observation,101,without Prevalent hypertension,TwoS
140001012,140,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with at least 365d prior observation,101,without Prevalent hypertension,TwoS
112001012,112,Persons with Influenza diagnosis or positive test 2017-2018 with no required prior observation,101,without Prevalent hypertension,TwoS
128001012,128,Persons tested positive for SARS-CoV-2 with at least 365d prior observation,101,without Prevalent hypertension,TwoS
131001012,131,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation,101,without Prevalent hypertension,TwoS
114001012,114,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with no required prior observation,101,without Prevalent hypertension,TwoS
127001012,127,Persons tested for SARS-CoV-2 with no required prior observation,101,without Prevalent hypertension,TwoS
111001012,111,Persons with Influenza diagnosis or positive test 2017-2018 with at least 365d prior observation,101,without Prevalent hypertension,TwoS
139001012,139,Persons hospitalized with a SARS-CoV-2 positive test with no required prior observation,101,without Prevalent hypertension,TwoS
134001012,134,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation,101,without Prevalent hypertension,TwoS
126001012,126,Persons tested for SARS-CoV-2 with at least 365d prior observation,101,without Prevalent hypertension,TwoS
137001012,137,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation,101,without Prevalent hypertension,TwoS
113001012,113,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with at least 365d prior observation,101,without Prevalent hypertension,TwoS
130001012,130,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation,101,without Prevalent hypertension,TwoS
135001012,135,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation,101,without Prevalent hypertension,TwoS
134001022,134,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation,102,without Prevalent chronic kidney disease,TwoS
111001022,111,Persons with Influenza diagnosis or positive test 2017-2018 with at least 365d prior observation,102,without Prevalent chronic kidney disease,TwoS
141001022,141,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with no required prior observation,102,without Prevalent chronic kidney disease,TwoS
126001022,126,Persons tested for SARS-CoV-2 with at least 365d prior observation,102,without Prevalent chronic kidney disease,TwoS
114001022,114,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with no required prior observation,102,without Prevalent chronic kidney disease,TwoS
115001022,115,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with at least 365d prior observation,102,without Prevalent chronic kidney disease,TwoS
116001022,116,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with no required prior observation,102,without Prevalent chronic kidney disease,TwoS
136001022,136,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation,102,without Prevalent chronic kidney disease,TwoS
133001022,133,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with no required prior observation,102,without Prevalent chronic kidney disease,TwoS
138001022,138,Persons hospitalized with a SARS-CoV-2 positive test with at least 365d prior observation,102,without Prevalent chronic kidney disease,TwoS
130001022,130,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation,102,without Prevalent chronic kidney disease,TwoS
137001022,137,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation,102,without Prevalent chronic kidney disease,TwoS
112001022,112,Persons with Influenza diagnosis or positive test 2017-2018 with no required prior observation,102,without Prevalent chronic kidney disease,TwoS
131001022,131,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation,102,without Prevalent chronic kidney disease,TwoS
128001022,128,Persons tested positive for SARS-CoV-2 with at least 365d prior observation,102,without Prevalent chronic kidney disease,TwoS
113001022,113,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with at least 365d prior observation,102,without Prevalent chronic kidney disease,TwoS
139001022,139,Persons hospitalized with a SARS-CoV-2 positive test with no required prior observation,102,without Prevalent chronic kidney disease,TwoS
140001022,140,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with at least 365d prior observation,102,without Prevalent chronic kidney disease,TwoS
132001022,132,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with at least 365d prior observation,102,without Prevalent chronic kidney disease,TwoS
127001022,127,Persons tested for SARS-CoV-2 with no required prior observation,102,without Prevalent chronic kidney disease,TwoS
135001022,135,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation,102,without Prevalent chronic kidney disease,TwoS
129001022,129,Persons tested positive for SARS-CoV-2 with no required prior observation,102,without Prevalent chronic kidney disease,TwoS
135001032,135,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation,103,without Prevalent end stage renal disease,TwoS
138001032,138,Persons hospitalized with a SARS-CoV-2 positive test with at least 365d prior observation,103,without Prevalent end stage renal disease,TwoS
132001032,132,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with at least 365d prior observation,103,without Prevalent end stage renal disease,TwoS
140001032,140,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with at least 365d prior observation,103,without Prevalent end stage renal disease,TwoS
131001032,131,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation,103,without Prevalent end stage renal disease,TwoS
113001032,113,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with at least 365d prior observation,103,without Prevalent end stage renal disease,TwoS
133001032,133,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with no required prior observation,103,without Prevalent end stage renal disease,TwoS
115001032,115,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with at least 365d prior observation,103,without Prevalent end stage renal disease,TwoS
129001032,129,Persons tested positive for SARS-CoV-2 with no required prior observation,103,without Prevalent end stage renal disease,TwoS
130001032,130,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation,103,without Prevalent end stage renal disease,TwoS
112001032,112,Persons with Influenza diagnosis or positive test 2017-2018 with no required prior observation,103,without Prevalent end stage renal disease,TwoS
127001032,127,Persons tested for SARS-CoV-2 with no required prior observation,103,without Prevalent end stage renal disease,TwoS
137001032,137,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation,103,without Prevalent end stage renal disease,TwoS
139001032,139,Persons hospitalized with a SARS-CoV-2 positive test with no required prior observation,103,without Prevalent end stage renal disease,TwoS
126001032,126,Persons tested for SARS-CoV-2 with at least 365d prior observation,103,without Prevalent end stage renal disease,TwoS
111001032,111,Persons with Influenza diagnosis or positive test 2017-2018 with at least 365d prior observation,103,without Prevalent end stage renal disease,TwoS
128001032,128,Persons tested positive for SARS-CoV-2 with at least 365d prior observation,103,without Prevalent end stage renal disease,TwoS
116001032,116,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with no required prior observation,103,without Prevalent end stage renal disease,TwoS
134001032,134,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation,103,without Prevalent end stage renal disease,TwoS
136001032,136,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation,103,without Prevalent end stage renal disease,TwoS
141001032,141,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with no required prior observation,103,without Prevalent end stage renal disease,TwoS
114001032,114,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with no required prior observation,103,without Prevalent end stage renal disease,TwoS
140001042,140,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with at least 365d prior observation,104,without Prevalent heart disease,TwoS
113001042,113,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with at least 365d prior observation,104,without Prevalent heart disease,TwoS
128001042,128,Persons tested positive for SARS-CoV-2 with at least 365d prior observation,104,without Prevalent heart disease,TwoS
111001042,111,Persons with Influenza diagnosis or positive test 2017-2018 with at least 365d prior observation,104,without Prevalent heart disease,TwoS
132001042,132,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with at least 365d prior observation,104,without Prevalent heart disease,TwoS
134001042,134,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation,104,without Prevalent heart disease,TwoS
114001042,114,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with no required prior observation,104,without Prevalent heart disease,TwoS
129001042,129,Persons tested positive for SARS-CoV-2 with no required prior observation,104,without Prevalent heart disease,TwoS
141001042,141,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with no required prior observation,104,without Prevalent heart disease,TwoS
139001042,139,Persons hospitalized with a SARS-CoV-2 positive test with no required prior observation,104,without Prevalent heart disease,TwoS
138001042,138,Persons hospitalized with a SARS-CoV-2 positive test with at least 365d prior observation,104,without Prevalent heart disease,TwoS
112001042,112,Persons with Influenza diagnosis or positive test 2017-2018 with no required prior observation,104,without Prevalent heart disease,TwoS
126001042,126,Persons tested for SARS-CoV-2 with at least 365d prior observation,104,without Prevalent heart disease,TwoS
136001042,136,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation,104,without Prevalent heart disease,TwoS
116001042,116,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with no required prior observation,104,without Prevalent heart disease,TwoS
130001042,130,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation,104,without Prevalent heart disease,TwoS
131001042,131,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation,104,without Prevalent heart disease,TwoS
135001042,135,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation,104,without Prevalent heart disease,TwoS
133001042,133,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with no required prior observation,104,without Prevalent heart disease,TwoS
127001042,127,Persons tested for SARS-CoV-2 with no required prior observation,104,without Prevalent heart disease,TwoS
115001042,115,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with at least 365d prior observation,104,without Prevalent heart disease,TwoS
137001042,137,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation,104,without Prevalent heart disease,TwoS
112001052,112,Persons with Influenza diagnosis or positive test 2017-2018 with no required prior observation,105,without Prevalent malignant neoplasm excluding non-melanoma skin cancer,TwoS
131001052,131,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation,105,without Prevalent malignant neoplasm excluding non-melanoma skin cancer,TwoS
113001052,113,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with at least 365d prior observation,105,without Prevalent malignant neoplasm excluding non-melanoma skin cancer,TwoS
