"databaseId","analysisId","description","targetId","targetName","comparatorId","comparatorName","outcomeId","outcomeName","mdrrPass","asmdPass","equipoisePass"
"IQVIA_GERMANY_DA",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",36,"AromataseInhibitor_NonSteroidal",282,"OA_AllTypes_Condition",1,1,1
"IQVIA_OpenClaims",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",36,"AromataseInhibitor_NonSteroidal",282,"OA_AllTypes_Condition",1,1,1
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",36,"AromataseInhibitor_NonSteroidal",282,"OA_AllTypes_Condition",1,1,1
"OPTUM_SES",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",36,"AromataseInhibitor_NonSteroidal",282,"OA_AllTypes_Condition",1,1,1
"SIDIAP",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",36,"AromataseInhibitor_NonSteroidal",282,"OA_AllTypes_Condition",1,1,1
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",344,"Tamoxifen_NoBisphos",346,"AromataseInhibitor_NoBisphos",326,"OA_Knee_Surgery",1,1,1
"OPTUM_SES",1,"2015_OnTreatmentMatched5:1",344,"Tamoxifen_NoBisphos",346,"AromataseInhibitor_NoBisphos",326,"OA_Knee_Surgery",1,1,1
"IQVIA_GERMANY_DA",1,"2015_OnTreatmentMatched5:1",344,"Tamoxifen_NoBisphos",346,"AromataseInhibitor_NoBisphos",301,"Tendinopathy_FootAnkle_Condition",0,1,1
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",37,"AromataseInhibitor_Steroidal",36,"AromataseInhibitor_NonSteroidal",333,"Tendinopathy_Knee_Surgery",0,1,1
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",344,"Tamoxifen_NoBisphos",346,"AromataseInhibitor_NoBisphos",301,"Tendinopathy_FootAnkle_Condition",1,1,1
"OPTUM_SES",1,"2015_OnTreatmentMatched5:1",344,"Tamoxifen_NoBisphos",346,"AromataseInhibitor_NoBisphos",301,"Tendinopathy_FootAnkle_Condition",1,1,1
"IQVIA_OpenClaims",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",37,"AromataseInhibitor_Steroidal",326,"OA_Knee_Surgery",1,1,1
"IQVIA_OpenClaims",1,"2015_OnTreatmentMatched5:1",344,"Tamoxifen_NoBisphos",346,"AromataseInhibitor_NoBisphos",301,"Tendinopathy_FootAnkle_Condition",1,1,1
"OPTUM_SES",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",37,"AromataseInhibitor_Steroidal",326,"OA_Knee_Surgery",1,1,0
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",36,"AromataseInhibitor_NonSteroidal",289,"OA_Hip_Condition",1,1,1
"IQVIA_OpenClaims",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",37,"AromataseInhibitor_Steroidal",282,"OA_AllTypes_Condition",1,1,1
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",37,"AromataseInhibitor_Steroidal",282,"OA_AllTypes_Condition",1,1,1
"IQVIA_OpenClaims",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",37,"AromataseInhibitor_Steroidal",301,"Tendinopathy_FootAnkle_Condition",1,1,1
"OPTUM_SES",1,"2015_OnTreatmentMatched5:1",344,"Tamoxifen_NoBisphos",346,"AromataseInhibitor_NoBisphos",329,"Tendinopathy_AllTypes_Surgery",1,1,1
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",37,"AromataseInhibitor_Steroidal",301,"Tendinopathy_FootAnkle_Condition",1,1,1
"OPTUM_SES",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",37,"AromataseInhibitor_Steroidal",301,"Tendinopathy_FootAnkle_Condition",1,1,0
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",344,"Tamoxifen_NoBisphos",346,"AromataseInhibitor_NoBisphos",307,"Tendinopathy_Shoulder_Condition",1,1,1
"OPTUM_SES",1,"2015_OnTreatmentMatched5:1",344,"Tamoxifen_NoBisphos",346,"AromataseInhibitor_NoBisphos",307,"Tendinopathy_Shoulder_Condition",1,1,1
"IQVIA_OpenClaims",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",36,"AromataseInhibitor_NonSteroidal",295,"OA_Thumb_Condition",1,1,1
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",36,"AromataseInhibitor_NonSteroidal",295,"OA_Thumb_Condition",1,1,1
"IQVIA_GERMANY_DA",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",347,"AromataseInhibitor",295,"OA_Thumb_Condition",1,1,1
"IQVIA_OpenClaims",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",347,"AromataseInhibitor",295,"OA_Thumb_Condition",1,1,1
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",347,"AromataseInhibitor",295,"OA_Thumb_Condition",1,1,1
"OPTUM_SES",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",347,"AromataseInhibitor",295,"OA_Thumb_Condition",1,1,1
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",36,"AromataseInhibitor_NonSteroidal",330,"Tendinopathy_Elbow_Surgery",0,1,1
"OPTUM_SES",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",37,"AromataseInhibitor_Steroidal",318,"OA_AllTypes_Surgery",1,1,0
"OPTUM_SES",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",37,"AromataseInhibitor_Steroidal",329,"Tendinopathy_AllTypes_Surgery",1,1,0
"IQVIA_OpenClaims",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",37,"AromataseInhibitor_Steroidal",284,"CTS_Condition",1,1,1
"OPTUM_SES",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",36,"AromataseInhibitor_NonSteroidal",318,"OA_AllTypes_Surgery",1,1,1
"IQVIA_OpenClaims",1,"2015_OnTreatmentMatched5:1",37,"AromataseInhibitor_Steroidal",36,"AromataseInhibitor_NonSteroidal",295,"OA_Thumb_Condition",1,1,1
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",37,"AromataseInhibitor_Steroidal",36,"AromataseInhibitor_NonSteroidal",295,"OA_Thumb_Condition",1,1,1
"IQVIA_OpenClaims",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",37,"AromataseInhibitor_Steroidal",307,"Tendinopathy_Shoulder_Condition",1,1,1
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",37,"AromataseInhibitor_Steroidal",307,"Tendinopathy_Shoulder_Condition",1,1,1
"OPTUM_SES",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",37,"AromataseInhibitor_Steroidal",307,"Tendinopathy_Shoulder_Condition",1,1,0
"IQVIA_OpenClaims",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",37,"AromataseInhibitor_Steroidal",324,"OA_Hand_Surgery",1,1,1
"IQVIA_GERMANY_DA",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",347,"AromataseInhibitor",301,"Tendinopathy_FootAnkle_Condition",0,1,1
"IQVIA_OpenClaims",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",347,"AromataseInhibitor",301,"Tendinopathy_FootAnkle_Condition",1,1,1
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",347,"AromataseInhibitor",301,"Tendinopathy_FootAnkle_Condition",1,1,1
"OPTUM_SES",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",347,"AromataseInhibitor",301,"Tendinopathy_FootAnkle_Condition",1,1,1
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",36,"AromataseInhibitor_NonSteroidal",291,"OA_Knee_Condition",1,1,1
"OPTUM_SES",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",347,"AromataseInhibitor",324,"OA_Hand_Surgery",0,1,1
"SIDIAP",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",36,"AromataseInhibitor_NonSteroidal",291,"OA_Knee_Condition",1,1,1
"IQVIA_GERMANY_DA",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",347,"AromataseInhibitor",326,"OA_Knee_Surgery",0,1,1
"IQVIA_OpenClaims",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",347,"AromataseInhibitor",326,"OA_Knee_Surgery",1,1,1
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",347,"AromataseInhibitor",326,"OA_Knee_Surgery",1,1,1
"IQVIA_OpenClaims",1,"2015_OnTreatmentMatched5:1",344,"Tamoxifen_NoBisphos",346,"AromataseInhibitor_NoBisphos",282,"OA_AllTypes_Condition",1,1,1
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",344,"Tamoxifen_NoBisphos",346,"AromataseInhibitor_NoBisphos",282,"OA_AllTypes_Condition",1,1,1
"OPTUM_SES",1,"2015_OnTreatmentMatched5:1",344,"Tamoxifen_NoBisphos",346,"AromataseInhibitor_NoBisphos",282,"OA_AllTypes_Condition",1,1,1
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",36,"AromataseInhibitor_NonSteroidal",287,"OA_Hand_Condition",1,1,1
"OPTUM_SES",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",36,"AromataseInhibitor_NonSteroidal",287,"OA_Hand_Condition",1,1,1
"OPTUM_SES",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",36,"AromataseInhibitor_NonSteroidal",289,"OA_Hip_Condition",1,1,1
"IQVIA_GERMANY_DA",1,"2015_OnTreatmentMatched5:1",344,"Tamoxifen_NoBisphos",346,"AromataseInhibitor_NoBisphos",325,"OA_Hip_Surgery",0,1,1
"IQVIA_GERMANY_DA",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",36,"AromataseInhibitor_NonSteroidal",327,"OA_Shoulder_Surgery",0,1,1
"IQVIA_OpenClaims",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",36,"AromataseInhibitor_NonSteroidal",327,"OA_Shoulder_Surgery",1,1,1
"IQVIA_GERMANY_DA",1,"2015_OnTreatmentMatched5:1",344,"Tamoxifen_NoBisphos",346,"AromataseInhibitor_NoBisphos",327,"OA_Shoulder_Surgery",0,1,1
"IQVIA_OpenClaims",1,"2015_OnTreatmentMatched5:1",344,"Tamoxifen_NoBisphos",346,"AromataseInhibitor_NoBisphos",327,"OA_Shoulder_Surgery",1,1,1
"IQVIA_GERMANY_DA",1,"2015_OnTreatmentMatched5:1",344,"Tamoxifen_NoBisphos",346,"AromataseInhibitor_NoBisphos",282,"OA_AllTypes_Condition",1,1,1
"IQVIA_OpenClaims",1,"2015_OnTreatmentMatched5:1",344,"Tamoxifen_NoBisphos",346,"AromataseInhibitor_NoBisphos",291,"OA_Knee_Condition",1,1,1
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",344,"Tamoxifen_NoBisphos",346,"AromataseInhibitor_NoBisphos",291,"OA_Knee_Condition",1,1,1
"OPTUM_SES",1,"2015_OnTreatmentMatched5:1",344,"Tamoxifen_NoBisphos",346,"AromataseInhibitor_NoBisphos",291,"OA_Knee_Condition",1,1,1
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",36,"AromataseInhibitor_NonSteroidal",284,"CTS_Condition",1,1,1
"OPTUM_SES",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",36,"AromataseInhibitor_NonSteroidal",284,"CTS_Condition",1,1,1
"IQVIA_OpenClaims",1,"2015_OnTreatmentMatched5:1",37,"AromataseInhibitor_Steroidal",36,"AromataseInhibitor_NonSteroidal",327,"OA_Shoulder_Surgery",1,1,1
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",37,"AromataseInhibitor_Steroidal",328,"OA_Thumb_Surgery",0,1,1
"OPTUM_SES",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",37,"AromataseInhibitor_Steroidal",328,"OA_Thumb_Surgery",0,1,0
"OPTUM_SES",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",37,"AromataseInhibitor_Steroidal",284,"CTS_Condition",1,1,0
"IQVIA_GERMANY_DA",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",36,"AromataseInhibitor_NonSteroidal",301,"Tendinopathy_FootAnkle_Condition",0,1,1
"OPTUM_SES",1,"2015_OnTreatmentMatched5:1",37,"AromataseInhibitor_Steroidal",36,"AromataseInhibitor_NonSteroidal",287,"OA_Hand_Condition",1,1,0
"IQVIA_OpenClaims",1,"2015_OnTreatmentMatched5:1",37,"AromataseInhibitor_Steroidal",36,"AromataseInhibitor_NonSteroidal",284,"CTS_Condition",1,1,1
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",37,"AromataseInhibitor_Steroidal",36,"AromataseInhibitor_NonSteroidal",284,"CTS_Condition",1,1,1
"OPTUM_SES",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",36,"AromataseInhibitor_NonSteroidal",301,"Tendinopathy_FootAnkle_Condition",1,1,1
"IQVIA_GERMANY_DA",1,"2015_OnTreatmentMatched5:1",344,"Tamoxifen_NoBisphos",346,"AromataseInhibitor_NoBisphos",284,"CTS_Condition",1,1,1
"IQVIA_OpenClaims",1,"2015_OnTreatmentMatched5:1",344,"Tamoxifen_NoBisphos",346,"AromataseInhibitor_NoBisphos",284,"CTS_Condition",1,1,1
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",344,"Tamoxifen_NoBisphos",346,"AromataseInhibitor_NoBisphos",284,"CTS_Condition",1,1,1
"OPTUM_SES",1,"2015_OnTreatmentMatched5:1",344,"Tamoxifen_NoBisphos",346,"AromataseInhibitor_NoBisphos",330,"Tendinopathy_Elbow_Surgery",0,1,1
"OPTUM_SES",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",347,"AromataseInhibitor",303,"Tendinopathy_HandWrist_Condition",1,1,1
"IQVIA_OpenClaims",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",37,"AromataseInhibitor_Steroidal",303,"Tendinopathy_HandWrist_Condition",1,1,1
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",37,"AromataseInhibitor_Steroidal",303,"Tendinopathy_HandWrist_Condition",1,1,1
"OPTUM_SES",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",37,"AromataseInhibitor_Steroidal",303,"Tendinopathy_HandWrist_Condition",1,1,0
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",344,"Tamoxifen_NoBisphos",346,"AromataseInhibitor_NoBisphos",330,"Tendinopathy_Elbow_Surgery",0,1,1
"IQVIA_OpenClaims",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",347,"AromataseInhibitor",323,"CTS_Surgery",1,1,1
"IQVIA_OpenClaims",1,"2015_OnTreatmentMatched5:1",37,"AromataseInhibitor_Steroidal",36,"AromataseInhibitor_NonSteroidal",301,"Tendinopathy_FootAnkle_Condition",1,1,1
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",37,"AromataseInhibitor_Steroidal",36,"AromataseInhibitor_NonSteroidal",301,"Tendinopathy_FootAnkle_Condition",1,1,1
"OPTUM_SES",1,"2015_OnTreatmentMatched5:1",37,"AromataseInhibitor_Steroidal",36,"AromataseInhibitor_NonSteroidal",284,"CTS_Condition",1,1,0
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",37,"AromataseInhibitor_Steroidal",36,"AromataseInhibitor_NonSteroidal",287,"OA_Hand_Condition",1,1,1
"IQVIA_GERMANY_DA",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",36,"AromataseInhibitor_NonSteroidal",324,"OA_Hand_Surgery",0,1,1
"IQVIA_OpenClaims",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",37,"AromataseInhibitor_Steroidal",287,"OA_Hand_Condition",1,1,1
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",102,"Tamoxifen",36,"AromataseInhibitor_NonSteroidal",324,"OA_Hand_Surgery",0,1,1
"OPTUM_PANTHER",1,"2015_OnTreatmentMatched5:1",344,"Tamoxifen_NoBisphos",346,"AromataseInhibitor_NoBisphos",295,"OA_Thumb_Condition",1,1,1
