cohortId,targetId,targetName,strataId,strataName,cohortType
114003062,114,[PIONEER T4.1a] Delayed Curative Management broad,306,without [PIONEER S6] localized PCa,TwoS
115003062,115,[PIONEER T4.2] Delayed Palliative Management,306,without [PIONEER S6] localized PCa,TwoS
116003062,116,[PIONEER T4.2a] Delayed Palliative Management broad,306,without [PIONEER S6] localized PCa,TwoS
117003062,117,[PIONEER T4] PCa treated after conservative management,306,without [PIONEER S6] localized PCa,TwoS
118003062,118,[PIONEER T4a] PCa treated after conservative management broad,306,without [PIONEER S6] localized PCa,TwoS
119003062,119,[PIONEER T5] Symptom post conservative management,306,without [PIONEER S6] localized PCa,TwoS
120003062,120,[PIONEER T5a] Symptom post conservative management broad,306,without [PIONEER S6] localized PCa,TwoS
121003062,121,[PIONEER T3a sen1] new PCa conservative management sensitivity_1,306,without [PIONEER S6] localized PCa,TwoS
122003062,122,[PIONEER T3a sen2] new PCa conservative management sensitivity_2,306,without [PIONEER S6] localized PCa,TwoS
123003062,123,[PIONEER T3a sen3] new PCa conservative management sensitivity_3,306,without [PIONEER S6] localized PCa,TwoS
124003062,124,[PIONEER T3a sen4] new PCa conservative management sensitivity_4,306,without [PIONEER S6] localized PCa,TwoS
125003062,125,[PIONEER T3a sen5] new PCa conservative management sensitivity_5,306,without [PIONEER S6] localized PCa,TwoS
101003072,101,[PIONEER T1] Newly diagnosed PCa,307,without [PIONEER S7] PSA >20 at Diagnosis,TwoS
102003072,102,[PIONEER T1a] Newly diagnosed PCa broad,307,without [PIONEER S7] PSA >20 at Diagnosis,TwoS
103003072,103,[PIONEER T2] PCa treated right away,307,without [PIONEER S7] PSA >20 at Diagnosis,TwoS
104003072,104,[PIONEER T2a] PCa treated right away broad,307,without [PIONEER S7] PSA >20 at Diagnosis,TwoS
105003072,105,[PIONEER T3.1] PCa high/intermediate risk conservative management,307,without [PIONEER S7] PSA >20 at Diagnosis,TwoS
106003072,106,[PIONEER T3.1a] PCa high/intermediate risk conservative management broad,307,without [PIONEER S7] PSA >20 at Diagnosis,TwoS
107003072,107,[PIONEER T3.2] PCa low risk grade conservative management and no intense monitoring,307,without [PIONEER S7] PSA >20 at Diagnosis,TwoS
108003072,108,[PIONEER T3.2a] PCa low risk grade conservative management and no intense monitoring broad,307,without [PIONEER S7] PSA >20 at Diagnosis,TwoS
109003072,109,[PIONEER T3.3] PCa low risk grade conservative management and intense monitoring,307,without [PIONEER S7] PSA >20 at Diagnosis,TwoS
110003072,110,[PIONEER T3.3a] PCa low risk grade conservative management and intense monitoring broad,307,without [PIONEER S7] PSA >20 at Diagnosis,TwoS
111003072,111,[PIONEER T3] PCa under conservative management,307,without [PIONEER S7] PSA >20 at Diagnosis,TwoS
112003072,112,[PIONEER T3a] PCa under conservative management broad,307,without [PIONEER S7] PSA >20 at Diagnosis,TwoS
113003072,113,[PIONEER T4.1] Delayed Curative Management,307,without [PIONEER S7] PSA >20 at Diagnosis,TwoS
114003072,114,[PIONEER T4.1a] Delayed Curative Management broad,307,without [PIONEER S7] PSA >20 at Diagnosis,TwoS
115003072,115,[PIONEER T4.2] Delayed Palliative Management,307,without [PIONEER S7] PSA >20 at Diagnosis,TwoS
116003072,116,[PIONEER T4.2a] Delayed Palliative Management broad,307,without [PIONEER S7] PSA >20 at Diagnosis,TwoS
117003072,117,[PIONEER T4] PCa treated after conservative management,307,without [PIONEER S7] PSA >20 at Diagnosis,TwoS
118003072,118,[PIONEER T4a] PCa treated after conservative management broad,307,without [PIONEER S7] PSA >20 at Diagnosis,TwoS
119003072,119,[PIONEER T5] Symptom post conservative management,307,without [PIONEER S7] PSA >20 at Diagnosis,TwoS
120003072,120,[PIONEER T5a] Symptom post conservative management broad,307,without [PIONEER S7] PSA >20 at Diagnosis,TwoS
121003072,121,[PIONEER T3a sen1] new PCa conservative management sensitivity_1,307,without [PIONEER S7] PSA >20 at Diagnosis,TwoS
122003072,122,[PIONEER T3a sen2] new PCa conservative management sensitivity_2,307,without [PIONEER S7] PSA >20 at Diagnosis,TwoS
123003072,123,[PIONEER T3a sen3] new PCa conservative management sensitivity_3,307,without [PIONEER S7] PSA >20 at Diagnosis,TwoS
124003072,124,[PIONEER T3a sen4] new PCa conservative management sensitivity_4,307,without [PIONEER S7] PSA >20 at Diagnosis,TwoS
125003072,125,[PIONEER T3a sen5] new PCa conservative management sensitivity_5,307,without [PIONEER S7] PSA >20 at Diagnosis,TwoS
101003082,101,[PIONEER T1] Newly diagnosed PCa,308,without [PIONEER S8] PSA <10 at Diagnosis,TwoS
102003082,102,[PIONEER T1a] Newly diagnosed PCa broad,308,without [PIONEER S8] PSA <10 at Diagnosis,TwoS
103003082,103,[PIONEER T2] PCa treated right away,308,without [PIONEER S8] PSA <10 at Diagnosis,TwoS
104003082,104,[PIONEER T2a] PCa treated right away broad,308,without [PIONEER S8] PSA <10 at Diagnosis,TwoS
105003082,105,[PIONEER T3.1] PCa high/intermediate risk conservative management,308,without [PIONEER S8] PSA <10 at Diagnosis,TwoS
106003082,106,[PIONEER T3.1a] PCa high/intermediate risk conservative management broad,308,without [PIONEER S8] PSA <10 at Diagnosis,TwoS
107003082,107,[PIONEER T3.2] PCa low risk grade conservative management and no intense monitoring,308,without [PIONEER S8] PSA <10 at Diagnosis,TwoS
108003082,108,[PIONEER T3.2a] PCa low risk grade conservative management and no intense monitoring broad,308,without [PIONEER S8] PSA <10 at Diagnosis,TwoS
109003082,109,[PIONEER T3.3] PCa low risk grade conservative management and intense monitoring,308,without [PIONEER S8] PSA <10 at Diagnosis,TwoS
110003082,110,[PIONEER T3.3a] PCa low risk grade conservative management and intense monitoring broad,308,without [PIONEER S8] PSA <10 at Diagnosis,TwoS
111003082,111,[PIONEER T3] PCa under conservative management,308,without [PIONEER S8] PSA <10 at Diagnosis,TwoS
112003082,112,[PIONEER T3a] PCa under conservative management broad,308,without [PIONEER S8] PSA <10 at Diagnosis,TwoS
113003082,113,[PIONEER T4.1] Delayed Curative Management,308,without [PIONEER S8] PSA <10 at Diagnosis,TwoS
114003082,114,[PIONEER T4.1a] Delayed Curative Management broad,308,without [PIONEER S8] PSA <10 at Diagnosis,TwoS
115003082,115,[PIONEER T4.2] Delayed Palliative Management,308,without [PIONEER S8] PSA <10 at Diagnosis,TwoS
116003082,116,[PIONEER T4.2a] Delayed Palliative Management broad,308,without [PIONEER S8] PSA <10 at Diagnosis,TwoS
117003082,117,[PIONEER T4] PCa treated after conservative management,308,without [PIONEER S8] PSA <10 at Diagnosis,TwoS
118003082,118,[PIONEER T4a] PCa treated after conservative management broad,308,without [PIONEER S8] PSA <10 at Diagnosis,TwoS
119003082,119,[PIONEER T5] Symptom post conservative management,308,without [PIONEER S8] PSA <10 at Diagnosis,TwoS
120003082,120,[PIONEER T5a] Symptom post conservative management broad,308,without [PIONEER S8] PSA <10 at Diagnosis,TwoS
121003082,121,[PIONEER T3a sen1] new PCa conservative management sensitivity_1,308,without [PIONEER S8] PSA <10 at Diagnosis,TwoS
122003082,122,[PIONEER T3a sen2] new PCa conservative management sensitivity_2,308,without [PIONEER S8] PSA <10 at Diagnosis,TwoS
123003082,123,[PIONEER T3a sen3] new PCa conservative management sensitivity_3,308,without [PIONEER S8] PSA <10 at Diagnosis,TwoS
124003082,124,[PIONEER T3a sen4] new PCa conservative management sensitivity_4,308,without [PIONEER S8] PSA <10 at Diagnosis,TwoS
125003082,125,[PIONEER T3a sen5] new PCa conservative management sensitivity_5,308,without [PIONEER S8] PSA <10 at Diagnosis,TwoS
101003092,101,[PIONEER T1] Newly diagnosed PCa,309,without [PIONEER S9] PSA 10-20 at Diagnosis,TwoS
102003092,102,[PIONEER T1a] Newly diagnosed PCa broad,309,without [PIONEER S9] PSA 10-20 at Diagnosis,TwoS
103003092,103,[PIONEER T2] PCa treated right away,309,without [PIONEER S9] PSA 10-20 at Diagnosis,TwoS
104003092,104,[PIONEER T2a] PCa treated right away broad,309,without [PIONEER S9] PSA 10-20 at Diagnosis,TwoS
105003092,105,[PIONEER T3.1] PCa high/intermediate risk conservative management,309,without [PIONEER S9] PSA 10-20 at Diagnosis,TwoS
106003092,106,[PIONEER T3.1a] PCa high/intermediate risk conservative management broad,309,without [PIONEER S9] PSA 10-20 at Diagnosis,TwoS
107003092,107,[PIONEER T3.2] PCa low risk grade conservative management and no intense monitoring,309,without [PIONEER S9] PSA 10-20 at Diagnosis,TwoS
108003092,108,[PIONEER T3.2a] PCa low risk grade conservative management and no intense monitoring broad,309,without [PIONEER S9] PSA 10-20 at Diagnosis,TwoS
109003092,109,[PIONEER T3.3] PCa low risk grade conservative management and intense monitoring,309,without [PIONEER S9] PSA 10-20 at Diagnosis,TwoS
110003092,110,[PIONEER T3.3a] PCa low risk grade conservative management and intense monitoring broad,309,without [PIONEER S9] PSA 10-20 at Diagnosis,TwoS
111003092,111,[PIONEER T3] PCa under conservative management,309,without [PIONEER S9] PSA 10-20 at Diagnosis,TwoS
112003092,112,[PIONEER T3a] PCa under conservative management broad,309,without [PIONEER S9] PSA 10-20 at Diagnosis,TwoS
113003092,113,[PIONEER T4.1] Delayed Curative Management,309,without [PIONEER S9] PSA 10-20 at Diagnosis,TwoS
114003092,114,[PIONEER T4.1a] Delayed Curative Management broad,309,without [PIONEER S9] PSA 10-20 at Diagnosis,TwoS
115003092,115,[PIONEER T4.2] Delayed Palliative Management,309,without [PIONEER S9] PSA 10-20 at Diagnosis,TwoS
116003092,116,[PIONEER T4.2a] Delayed Palliative Management broad,309,without [PIONEER S9] PSA 10-20 at Diagnosis,TwoS
117003092,117,[PIONEER T4] PCa treated after conservative management,309,without [PIONEER S9] PSA 10-20 at Diagnosis,TwoS
118003092,118,[PIONEER T4a] PCa treated after conservative management broad,309,without [PIONEER S9] PSA 10-20 at Diagnosis,TwoS
119003092,119,[PIONEER T5] Symptom post conservative management,309,without [PIONEER S9] PSA 10-20 at Diagnosis,TwoS
120003092,120,[PIONEER T5a] Symptom post conservative management broad,309,without [PIONEER S9] PSA 10-20 at Diagnosis,TwoS
