"outcomeId","cohortId","modelSettingsId","analysisId","devDatabase","populationSettingId","modelSettingId","covariateSettingId","modelSettingName","addExposureDaysToStart","riskWindowStart","addExposureDaysToEnd","riskWindowEnd","plpDataFolder","studyPopFile","plpResultFolder","cohortName","outcomeName"
8210,8220,1,5,"friendly database name","1","1","1","Lasso Logistic Regression",0,0,0,90,"D:/My Projects/OxfordDec2018/predictionResults/ccae/PlpData_L1_T8220","D:/My Projects/OxfordDec2018/predictionResults/ccae/StudyPop_L1_T8220_O8210.rds","D:/My Projects/OxfordDec2018/predictionResults/ccae/Analysis_5","[Oxford studyathon Day2] Patients with total knee replacement","[Oxford studyathon] Mortality"
8210,8224,3,26,"friendly database name","3","1","1","Lasso Logistic Regression",0,1,0,1826,"D:/My Projects/OxfordDec2018/predictionResults/ccae/PlpData_L1_T8224","D:/My Projects/OxfordDec2018/predictionResults/ccae/StudyPop_L3_T8224_O8210.rds","D:/My Projects/OxfordDec2018/predictionResults/ccae/Analysis_26","[Oxford studyathon Day2] Patients with unicompartmental knee replacement","[Oxford studyathon] Mortality"
8210,8224,1,6,"friendly database name","1","1","1","Lasso Logistic Regression",0,0,0,90,"D:/My Projects/OxfordDec2018/predictionResults/ccae/PlpData_L1_T8224","D:/My Projects/OxfordDec2018/predictionResults/ccae/StudyPop_L1_T8224_O8210.rds","D:/My Projects/OxfordDec2018/predictionResults/ccae/Analysis_6","[Oxford studyathon Day2] Patients with unicompartmental knee replacement","[Oxford studyathon] Mortality"
8210,8224,2,16,"friendly database name","2","1","1","Lasso Logistic Regression",0,1,0,1826,"D:/My Projects/OxfordDec2018/predictionResults/ccae/PlpData_L1_T8224","D:/My Projects/OxfordDec2018/predictionResults/ccae/StudyPop_L2_T8224_O8210.rds","D:/My Projects/OxfordDec2018/predictionResults/ccae/Analysis_16","[Oxford studyathon Day2] Patients with unicompartmental knee replacement","[Oxford studyathon] Mortality"
8211,8220,1,9,"friendly database name","1","1","1","Lasso Logistic Regression",0,0,0,90,"D:/My Projects/OxfordDec2018/predictionResults/ccae/PlpData_L1_T8220","D:/My Projects/OxfordDec2018/predictionResults/ccae/StudyPop_L1_T8220_O8211.rds","D:/My Projects/OxfordDec2018/predictionResults/ccae/Analysis_9","[Oxford studyathon Day2] Patients with total knee replacement","[Oxford studyathon] Readmission after knee arthroplasty"
8211,8220,2,19,"friendly database name","2","1","1","Lasso Logistic Regression",0,1,0,1826,"D:/My Projects/OxfordDec2018/predictionResults/ccae/PlpData_L1_T8220","D:/My Projects/OxfordDec2018/predictionResults/ccae/StudyPop_L2_T8220_O8211.rds","D:/My Projects/OxfordDec2018/predictionResults/ccae/Analysis_19","[Oxford studyathon Day2] Patients with total knee replacement","[Oxford studyathon] Readmission after knee arthroplasty"
8211,8220,3,29,"friendly database name","3","1","1","Lasso Logistic Regression",0,1,0,1826,"D:/My Projects/OxfordDec2018/predictionResults/ccae/PlpData_L1_T8220","D:/My Projects/OxfordDec2018/predictionResults/ccae/StudyPop_L3_T8220_O8211.rds","D:/My Projects/OxfordDec2018/predictionResults/ccae/Analysis_29","[Oxford studyathon Day2] Patients with total knee replacement","[Oxford studyathon] Readmission after knee arthroplasty"
8211,8224,1,10,"friendly database name","1","1","1","Lasso Logistic Regression",0,0,0,90,"D:/My Projects/OxfordDec2018/predictionResults/ccae/PlpData_L1_T8224","D:/My Projects/OxfordDec2018/predictionResults/ccae/StudyPop_L1_T8224_O8211.rds","D:/My Projects/OxfordDec2018/predictionResults/ccae/Analysis_10","[Oxford studyathon Day2] Patients with unicompartmental knee replacement","[Oxford studyathon] Readmission after knee arthroplasty"
8211,8224,2,20,"friendly database name","2","1","1","Lasso Logistic Regression",0,1,0,1826,"D:/My Projects/OxfordDec2018/predictionResults/ccae/PlpData_L1_T8224","D:/My Projects/OxfordDec2018/predictionResults/ccae/StudyPop_L2_T8224_O8211.rds","D:/My Projects/OxfordDec2018/predictionResults/ccae/Analysis_20","[Oxford studyathon Day2] Patients with unicompartmental knee replacement","[Oxford studyathon] Readmission after knee arthroplasty"
8211,8224,3,30,"friendly database name","3","1","1","Lasso Logistic Regression",0,1,0,1826,"D:/My Projects/OxfordDec2018/predictionResults/ccae/PlpData_L1_T8224","D:/My Projects/OxfordDec2018/predictionResults/ccae/StudyPop_L3_T8224_O8211.rds","D:/My Projects/OxfordDec2018/predictionResults/ccae/Analysis_30","[Oxford studyathon Day2] Patients with unicompartmental knee replacement","[Oxford studyathon] Readmission after knee arthroplasty"
8212,8220,2,17,"friendly database name","2","1","1","Lasso Logistic Regression",0,1,0,1826,"D:/My Projects/OxfordDec2018/predictionResults/ccae/PlpData_L1_T8220","D:/My Projects/OxfordDec2018/predictionResults/ccae/StudyPop_L2_T8220_O8212.rds","D:/My Projects/OxfordDec2018/predictionResults/ccae/Analysis_17","[Oxford studyathon Day2] Patients with total knee replacement","[Oxford studyathon] Persons with knee arthroplasty revision"
8212,8220,1,7,"friendly database name","1","1","1","Lasso Logistic Regression",0,0,0,90,"D:/My Projects/OxfordDec2018/predictionResults/ccae/PlpData_L1_T8220","D:/My Projects/OxfordDec2018/predictionResults/ccae/StudyPop_L1_T8220_O8212.rds","D:/My Projects/OxfordDec2018/predictionResults/ccae/Analysis_7","[Oxford studyathon Day2] Patients with total knee replacement","[Oxford studyathon] Persons with knee arthroplasty revision"
8212,8224,3,28,"friendly database name","3","1","1","Lasso Logistic Regression",0,1,0,1826,"D:/My Projects/OxfordDec2018/predictionResults/ccae/PlpData_L1_T8224","D:/My Projects/OxfordDec2018/predictionResults/ccae/StudyPop_L3_T8224_O8212.rds","D:/My Projects/OxfordDec2018/predictionResults/ccae/Analysis_28","[Oxford studyathon Day2] Patients with unicompartmental knee replacement","[Oxford studyathon] Persons with knee arthroplasty revision"
8212,8220,3,27,"friendly database name","3","1","1","Lasso Logistic Regression",0,1,0,1826,"D:/My Projects/OxfordDec2018/predictionResults/ccae/PlpData_L1_T8220","D:/My Projects/OxfordDec2018/predictionResults/ccae/StudyPop_L3_T8220_O8212.rds","D:/My Projects/OxfordDec2018/predictionResults/ccae/Analysis_27","[Oxford studyathon Day2] Patients with total knee replacement","[Oxford studyathon] Persons with knee arthroplasty revision"
8212,8224,1,8,"friendly database name","1","1","1","Lasso Logistic Regression",0,0,0,90,"D:/My Projects/OxfordDec2018/predictionResults/ccae/PlpData_L1_T8224","D:/My Projects/OxfordDec2018/predictionResults/ccae/StudyPop_L1_T8224_O8212.rds","D:/My Projects/OxfordDec2018/predictionResults/ccae/Analysis_8","[Oxford studyathon Day2] Patients with unicompartmental knee replacement","[Oxford studyathon] Persons with knee arthroplasty revision"
8212,8224,2,18,"friendly database name","2","1","1","Lasso Logistic Regression",0,1,0,1826,"D:/My Projects/OxfordDec2018/predictionResults/ccae/PlpData_L1_T8224","D:/My Projects/OxfordDec2018/predictionResults/ccae/StudyPop_L2_T8224_O8212.rds","D:/My Projects/OxfordDec2018/predictionResults/ccae/Analysis_18","[Oxford studyathon Day2] Patients with unicompartmental knee replacement","[Oxford studyathon] Persons with knee arthroplasty revision"
