cohortId,targetId,targetName,subgroupId,subgroupName,cohortType
1066,1066,SGLT2 inhibitors,0,All,Target
1067,1067,GLP1 inhibitors,0,All,Target
1068,1068,H2 receptor antagonist,0,All,Target
1069,1069,famotidine,0,All,Target
1070,1070,"Alpha-1 blockers (Doxazosin, prazosin, terazosin, tasulosin, silodosin, alfuzosin)",0,All,Target
1071,1071,prazosin,0,All,Target
1072,1072,terazosin,0,All,Target
1073,1073,doxazosin,0,All,Target
1074,1074,tamsulosin,0,All,Target
1075,1075,BCG vaccine,0,All,Target
1076,1076,Colchicine,0,All,Target
1077,1077,Losartan,0,All,Target
1078,1078,cholecalciferol,0,All,Target
1079,1079,Ibrutinib,0,All,Target
1080,1080,abiraterone,0,All,Target
1081,1081,bicalutamide,0,All,Target
1082,1082,emtricitabine,0,All,Target
1083,1083,tacrolimus,0,All,Target
1001020011,1001,Hydroxychloroquine ,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1002020011,1002,Hydroxychloroquine + Azithromycin ,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1003020011,1003,Hydroxychloroquine + Fluoroquinolones,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1004020011,1004,Hydroxychloroquine + Amoxicillin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1005020011,1005,Hydroxychloroquine + ceftriaxone,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1006020011,1006,Chloroquine,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1007020011,1007,Azithromycin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1008020011,1008,Fluoroquinolones,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1009020011,1009,Amoxicillin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1010020011,1010,Ceftriaxone,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1011020011,1011,"IL6 inhibitors (tocilizumab, sarilumab, siltuximab)",2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1012020011,1012,tocilizumab,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1013020011,1013,siltuximab,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1014020011,1014,sarilumab,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1015020011,1015,"JAK inhibitors (ruxolitinib, tofacitinib, oclacitinib, baricitinib, fedratinib, upadacitinib)",2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1016020011,1016,baricitinib,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1017020011,1017,tofacitinib,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1018020011,1018,"TNF inhibitors (infliximab, golimumab, etanercept, certolizumab pegol, adalimumab)",2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1019020011,1019,adalimumab,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1020020011,1020,etanercept,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1021020011,1021,infliximab,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1022020011,1022,ustekinumab,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1023020011,1023,Anakinra,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1024020011,1024,HIV Protease inhibitors,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1025020011,1025,ritonavir/lopinavir,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1026020011,1026,Interferon beta 1b,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1027020011,1027,Interferon beta 1a,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1028020011,1028,Interferon alfa 2a,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1029020011,1029,favipiravir,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1030020011,1030,Remdesivir,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1031020011,1031,ribavirin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1032020011,1032,oseltamivir,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1033020011,1033,Ivermectin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1034020011,1034,itraconazole,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1035020011,1035,warfarin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1036020011,1036,heparin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1037020011,1037,enoxaparin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1038020011,1038,edoxaban,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1039020011,1039,dabigatran,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1040020011,1040,rivaroxaban,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1041020011,1041,acenocoumarol,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1042020011,1042,apixaban,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1043020011,1043,bemiparin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1044020011,1044,clopidogrel,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1045020011,1045,aspirin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1046020011,1046,prasugrel,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1047020011,1047,alteplase,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1048020011,1048,"Antifibrinolytics (tranexamic acid, aminocaproic acid)",2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1049020011,1049,tranexamic acid,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1050020011,1050,Ruxolitinib,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1051020011,1051,Siltuximab,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1052020011,1052,ACE inhibitors,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1053020011,1053,Angiotensin receptor blockers (ARBs),2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1054020011,1054,Non-Dihydropyridine Calcium Channel Blocker (ndCCB),2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1055020011,1055,Thiazide or thiazide-like diuretics,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1056020011,1056,Hydrocortisone,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1057020011,1057,dexamethasone,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1058020011,1058,prednisone or prednisolone,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1059020011,1059,raloxifene,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1060020011,1060,Bevacizumab,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1061020011,1061,Fingolimod,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1062020011,1062,eculizumab ,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1063020011,1063,Statins,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1064020011,1064,metformin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1065020011,1065,DPP-4 inhibitors,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1066020011,1066,SGLT2 inhibitors,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1067020011,1067,GLP1 inhibitors,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1068020011,1068,H2 receptor antagonist,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1069020011,1069,famotidine,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1070020011,1070,"Alpha-1 blockers (Doxazosin, prazosin, terazosin, tasulosin, silodosin, alfuzosin)",2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1071020011,1071,prazosin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1072020011,1072,terazosin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1073020011,1073,doxazosin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1074020011,1074,tamsulosin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1075020011,1075,BCG vaccine,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1076020011,1076,Colchicine,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1077020011,1077,Losartan,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1078020011,1078,cholecalciferol,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1079020011,1079,Ibrutinib,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1080020011,1080,abiraterone,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1081020011,1081,bicalutamide,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1082020011,1082,emtricitabine,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1083020011,1083,tacrolimus,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1001020021,1001,Hydroxychloroquine ,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1002020021,1002,Hydroxychloroquine + Azithromycin ,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1003020021,1003,Hydroxychloroquine + Fluoroquinolones,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1004020021,1004,Hydroxychloroquine + Amoxicillin,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1005020021,1005,Hydroxychloroquine + ceftriaxone,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1006020021,1006,Chloroquine,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1007020021,1007,Azithromycin,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1008020021,1008,Fluoroquinolones,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1009020021,1009,Amoxicillin,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1010020021,1010,Ceftriaxone,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1011020021,1011,"IL6 inhibitors (tocilizumab, sarilumab, siltuximab)",2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1012020021,1012,tocilizumab,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1013020021,1013,siltuximab,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1014020021,1014,sarilumab,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1015020021,1015,"JAK inhibitors (ruxolitinib, tofacitinib, oclacitinib, baricitinib, fedratinib, upadacitinib)",2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1016020021,1016,baricitinib,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1017020021,1017,tofacitinib,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1018020021,1018,"TNF inhibitors (infliximab, golimumab, etanercept, certolizumab pegol, adalimumab)",2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1019020021,1019,adalimumab,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1020020021,1020,etanercept,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1021020021,1021,infliximab,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1022020021,1022,ustekinumab,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1023020021,1023,Anakinra,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1024020021,1024,HIV Protease inhibitors,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1025020021,1025,ritonavir/lopinavir,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1026020021,1026,Interferon beta 1b,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1027020021,1027,Interferon beta 1a,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1028020021,1028,Interferon alfa 2a,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1029020021,1029,favipiravir,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1030020021,1030,Remdesivir,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1031020021,1031,ribavirin,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1032020021,1032,oseltamivir,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1033020021,1033,Ivermectin,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1034020021,1034,itraconazole,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1035020021,1035,warfarin,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1036020021,1036,heparin,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1037020021,1037,enoxaparin,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1038020021,1038,edoxaban,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1039020021,1039,dabigatran,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1040020021,1040,rivaroxaban,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1041020021,1041,acenocoumarol,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1042020021,1042,apixaban,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1043020021,1043,bemiparin,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1044020021,1044,clopidogrel,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1045020021,1045,aspirin,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1046020021,1046,prasugrel,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1047020021,1047,alteplase,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1048020021,1048,"Antifibrinolytics (tranexamic acid, aminocaproic acid)",2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1049020021,1049,tranexamic acid,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1050020021,1050,Ruxolitinib,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1051020021,1051,Siltuximab,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1052020021,1052,ACE inhibitors,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1053020021,1053,Angiotensin receptor blockers (ARBs),2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1054020021,1054,Non-Dihydropyridine Calcium Channel Blocker (ndCCB),2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1055020021,1055,Thiazide or thiazide-like diuretics,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1056020021,1056,Hydrocortisone,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1057020021,1057,dexamethasone,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1058020021,1058,prednisone or prednisolone,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1059020021,1059,raloxifene,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1060020021,1060,Bevacizumab,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1061020021,1061,Fingolimod,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1062020021,1062,eculizumab ,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1063020021,1063,Statins,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1064020021,1064,metformin,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1065020021,1065,DPP-4 inhibitors,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1066020021,1066,SGLT2 inhibitors,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1067020021,1067,GLP1 inhibitors,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1068020021,1068,H2 receptor antagonist,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1069020021,1069,famotidine,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1070020021,1070,"Alpha-1 blockers (Doxazosin, prazosin, terazosin, tasulosin, silodosin, alfuzosin)",2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1071020021,1071,prazosin,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1072020021,1072,terazosin,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
